date,market,brand,model,sales
2016-01,국산,현대,포터2,8632
2016-01,국산,기아,쏘렌토,7567
2016-01,국산,현대,아반떼,6996
2016-01,국산,기아,카니발,5820
2016-01,국산,기아,모닝,5209
2016-01,국산,현대,싼타페,5074
2016-01,국산,현대,LF쏘나타,5035
2016-01,국산,기아,봉고 3,4847
2016-01,국산,기아,스포티지,4754
2016-01,국산,기아,K3,4577
2016-01,국산,현대,투싼(2017),4469
2016-01,국산,현대,그랜저HG,4419
2016-01,국산,쉐보레,더 넥스트 스파크,4285
2016-01,국산,현대,스타렉스,3840
2016-01,국산,기아,K5,3315
2016-01,국산,KGM,티볼리,3222
2016-01,국산,현대,제네시스(DH),2275
2016-01,국산,제네시스,EQ900,2164
2016-01,국산,KGM,코란도 스포츠,1849
2016-01,국산,기아,레이,1709
2016-01,국산,쉐보레,임팔라,1556
2016-01,수입,벤츠,E-Class,1519
2016-01,국산,기아,K7,1293
2016-01,국산,현대,엑센트,1016
2016-01,국산,현대,맥스크루즈,965
2016-01,수입,벤츠,S-Class,900
2016-01,수입,아우디,A6,814
2016-01,국산,쉐보레,올란도,788
2016-01,국산,KGM,뉴 코란도 C,723
2016-01,수입,BMW,5 Series,695
2016-01,국산,쉐보레,어메이징 뉴 크루즈,690
2016-01,국산,현대,쏘나타(YF),636
2016-01,수입,폭스바겐,Tiguan,631
2016-01,국산,현대,그랜저HG HEV,622
2016-01,수입,벤츠,GLC-Class,619
2016-01,국산,르노코리아,QM3,613
2016-01,국산,쉐보레,트랙스,548
2016-01,국산,기아,K5 하이브리드,543
2016-01,수입,BMW,3 Series,535
2016-01,국산,쉐보레,말리부,532
2016-01,국산,르노코리아,SM5 노바,529
2016-01,국산,현대,LF쏘나타 HEV,523
2016-01,국산,현대,아이오닉 hybrid,493
2016-01,수입,포드,Explorer,479
2016-01,수입,폭스바겐,Golf,479
2016-01,국산,르노코리아,SM3 네오,454
2016-01,수입,렉서스,ES,421
2016-01,국산,쉐보레,다마스,413
2016-01,국산,KGM,코란도 투리스모,403
2016-01,국산,르노코리아,SM7 노바,361
2016-01,수입,인피니티,Q50,350
2016-01,국산,쉐보레,라보,345
2016-01,수입,벤츠,C-Class,335
2016-01,수입,벤츠,GLE-Class,306
2016-01,국산,KGM,렉스턴 W,292
2016-01,국산,기아,프라이드,286
2016-01,수입,랜드로버,Discovery Sport,284
2016-01,국산,현대,아슬란,266
2016-01,국산,기아,K9,265
2016-01,수입,미니,Hatch,261
2016-01,수입,랜드로버,Range Rover Evoque,241
2016-01,수입,아우디,Q5,218
2016-01,수입,아우디,A7,217
2016-01,수입,아우디,A4,212
2016-01,수입,랜드로버,Discovery 4,201
2016-01,수입,혼다,CR-V,198
2016-01,수입,폭스바겐,CC,195
2016-01,국산,기아,카렌스,191
2016-01,수입,BMW,Gran Turismo,186
2016-01,수입,벤츠,CLS-Class,177
2016-01,수입,BMW,7 Series,176
2016-01,국산,현대,더 뉴 i30,174
2016-01,수입,아우디,A3,166
2016-01,수입,혼다,Accord,166
2016-01,수입,재규어,XE,155
2016-01,수입,포드,Mustang,153
2016-01,수입,폭스바겐,Jetta,148
2016-01,수입,미니,Countryman,138
2016-01,수입,폭스바겐,Polo,138
2016-01,수입,BMW,1 Series,137
2016-01,수입,BMW,X5,133
2016-01,수입,벤츠,CLA-Class,131
2016-01,국산,현대,i40,122
2016-01,수입,BMW,X6,122
2016-01,수입,볼보,S60,119
2016-01,수입,볼보,XC60,110
2016-01,수입,BMW,4 Series,108
2016-01,수입,포르쉐,Cayenne,106
2016-01,국산,기아,쏘울,103
2016-01,수입,푸조,2008,103
2016-01,수입,닛산,Altima,100
2016-01,수입,토요타,Camry,100
2016-01,수입,링컨,MKZ,97
2016-01,수입,렉서스,NX,96
2016-01,수입,지프,Renegade,94
2016-01,수입,포드,Mondeo,94
2016-01,수입,볼보,V40,92
2016-01,수입,아우디,A5,92
2016-01,국산,르노코리아,QM5 네오,91
2016-01,수입,벤츠,Maybach S-Class,89
2016-01,수입,아우디,New Q3,89
2016-01,수입,푸조,308,89
2016-01,수입,벤츠,A-Class,87
2016-01,수입,토요타,RAV4,86
2016-01,수입,미니,Clubman,85
2016-01,수입,벤츠,GLA-Class,85
2016-01,수입,닛산,Qashqai,83
2016-01,수입,지프,Grand Cherokee,83
2016-01,국산,KGM,체어맨 W,82
2016-01,수입,BMW,X4,81
2016-01,국산,기아,K7 하이브리드,80
2016-01,수입,BMW,X3,79
2016-01,수입,랜드로버,Range Rover Sport,78
2016-01,국산,쉐보레,아베오,74
2016-01,수입,랜드로버,Range Rover,70
2016-01,수입,링컨,MKX,65
2016-01,수입,포드,Taurus,64
2016-01,수입,포르쉐,Panamera,61
2016-01,수입,포르쉐,Macan,59
2016-01,수입,아우디,A8,57
2016-01,국산,현대,벨로스터,56
2016-01,수입,BMW,2 Series Active Tourer,55
2016-01,수입,토요타,Sienna,55
2016-01,국산,르노코리아,SM6,50
2016-01,국산,현대,쏠라티,49
2016-01,수입,BMW,M,47
2016-01,수입,닛산,Juke,47
2016-01,수입,볼보,S80,42
2016-01,수입,지프,Wrangler,42
2016-01,수입,크라이슬러,200,42
2016-01,수입,BMW,6 Series,41
2016-01,수입,링컨,MKS,39
2016-01,수입,크라이슬러,300C,39
2016-01,수입,푸조,508,39
2016-01,수입,혼다,Odyssey,39
2016-01,수입,폭스바겐,Touareg,38
2016-01,수입,포드,Kuga,37
2016-01,국산,현대,에쿠스,34
2016-01,수입,아우디,TT,34
2016-01,수입,푸조,3008,34
2016-01,수입,벤츠,B-class,33
2016-01,수입,시트로엥,C4 Picasso,31
2016-01,수입,폭스바겐,Beetle,29
2016-01,수입,볼보,XC70,28
2016-01,수입,인피니티,QX60,28
2016-01,수입,렉서스,CT,27
2016-01,수입,재규어,F-Type,25
2016-01,수입,캐딜락,ATS,23
2016-01,수입,캐딜락,CTS,23
2016-01,국산,쉐보레,알페온,21
2016-01,수입,볼보,S60 Cross Country,21
2016-01,수입,포르쉐,911,21
2016-01,수입,닛산,Maxima,20
2016-01,수입,링컨,MKC,19
2016-01,수입,지프,Cherokee,19
2016-01,수입,볼보,V60,18
2016-01,수입,볼보,V40 Cross Country,17
2016-01,국산,쉐보레,캡티바,16
2016-01,수입,볼보,V60 Cross Country,16
2016-01,수입,렉서스,LS,15
2016-01,수입,토요타,Prius V,15
2016-01,수입,포르쉐,Boxster,15
2016-01,수입,벤틀리,Flying Spur,14
2016-01,국산,현대,LF쏘나타 PHEV,13
2016-01,수입,렉서스,IS,13
2016-01,수입,벤틀리,New Continental,13
2016-01,수입,지프,Compass,13
2016-01,수입,BMW,i8,12
2016-01,국산,기아,K3 쿱,11
2016-01,수입,인피니티,Q70,11
2016-01,수입,피아트,500,10
2016-01,국산,현대,제네시스 쿠페,8
2016-01,수입,닛산,Pathfinder,8
2016-01,수입,벤츠,SLK-Class,7
2016-01,수입,토요타,86,7
2016-01,수입,토요타,Prius,7
2016-01,국산,기아,쏘울 EV,6
2016-01,수입,벤츠,SL-Class,6
2016-01,수입,시트로엥,DS3,6
2016-01,수입,포드,Focus,6
2016-01,수입,피아트,500C,6
2016-01,수입,롤스로이스,Ghost Series II,5
2016-01,수입,시트로엥,DS5,5
2016-01,수입,토요타,Avalon,5
2016-01,수입,벤츠,AMG GT,4
2016-01,국산,르노코리아,SM3 Z.E.,3
2016-01,국산,쉐보레,카마로,3
2016-01,수입,렉서스,RC,3
2016-01,수입,캐딜락,SRX,3
2016-01,수입,포르쉐,Cayman,3
2016-01,수입,BMW,i3,2
2016-01,수입,닛산,Leaf,2
2016-01,수입,렉서스,RX,2
2016-01,수입,폭스바겐,New Scirocco,2
2016-01,수입,혼다,Legend,2
2016-01,수입,BMW,Z4,1
2016-01,수입,롤스로이스,Phantom,1
2016-01,수입,아우디,R8,1
2016-01,수입,인피니티,QX50,1
2016-01,수입,인피니티,QX70,1
2016-01,수입,인피니티,QX80,1
2016-01,수입,혼다,Civic,1
2016-02,국산,현대,아반떼,7932
2016-02,국산,현대,포터2,7098
2016-02,국산,현대,싼타페,5985
2016-02,국산,기아,K7,5935
2016-02,국산,쉐보레,더 넥스트 스파크,5852
2016-02,국산,기아,모닝,5727
2016-02,국산,기아,쏘렌토,5140
2016-02,국산,현대,LF쏘나타,4839
2016-02,국산,기아,봉고 3,4173
2016-02,국산,현대,투싼(2017),3812
2016-02,국산,기아,스포티지,3750
2016-02,국산,기아,카니발,3640
2016-02,국산,기아,K3,3506
2016-02,국산,KGM,티볼리,3374
2016-02,국산,현대,그랜저HG,3331
2016-02,국산,기아,K5,3276
2016-02,국산,현대,스타렉스,3152
2016-02,국산,현대,제네시스(DH),2703
2016-02,국산,현대,YF 2.0 Lpi / 투싼 FCEV / 버스 / 트럭 / 트럭특장,2673
2016-02,국산,제네시스,EQ900,2476
2016-02,국산,KGM,코란도 스포츠,1786
2016-02,수입,벤츠,E-Class,1637
2016-02,국산,기아,레이,1476
2016-02,국산,현대,아이오닉 hybrid,1311
2016-02,국산,르노코리아,SM5 노바,1304
2016-02,국산,쉐보레,임팔라,1256
2016-02,국산,기아,모하비,1054
2016-02,국산,현대,엑센트,1047
2016-02,국산,르노코리아,QM3,1036
2016-02,국산,쉐보레,올란도,1025
2016-02,국산,KGM,뉴 코란도 C,929
2016-02,국산,쉐보레,어메이징 뉴 크루즈,926
2016-02,수입,폭스바겐,Tiguan,873
2016-02,수입,BMW,5 Series,864
2016-02,국산,르노코리아,SM3 네오,857
2016-02,국산,쉐보레,트랙스,754
2016-02,국산,현대,맥스크루즈,751
2016-02,국산,르노코리아,SM7 노바,639
2016-02,수입,BMW,3 Series,634
2016-02,국산,쉐보레,말리부,612
2016-02,국산,현대,LF쏘나타 HEV,583
2016-02,국산,현대,그랜저HG HEV,545
2016-02,수입,폭스바겐,Golf,506
2016-02,수입,벤츠,GLC-Class,443
2016-02,국산,쉐보레,라보,437
2016-02,국산,쉐보레,다마스,421
2016-02,수입,아우디,A6,416
2016-02,국산,KGM,코란도 투리스모,415
2016-02,국산,KGM,렉스턴 W,413
2016-02,수입,미니,Hatch,351
2016-02,수입,벤츠,S-Class,343
2016-02,국산,기아,K5 하이브리드,339
2016-02,수입,렉서스,ES,320
2016-02,국산,기아,프라이드,316
2016-02,수입,포드,Explorer,305
2016-02,수입,토요타,Camry,294
2016-02,국산,르노코리아,SM6,287
2016-02,수입,혼다,Accord,286
2016-02,수입,인피니티,Q50,277
2016-02,수입,벤츠,C-Class,276
2016-02,수입,벤츠,CLS-Class,235
2016-02,수입,닛산,Altima,228
2016-02,수입,벤츠,GLE-Class,226
2016-02,수입,푸조,2008,222
2016-02,수입,랜드로버,Discovery Sport,219
2016-02,국산,기아,카렌스,218
2016-02,수입,폭스바겐,Jetta,207
2016-02,수입,폭스바겐,CC,202
2016-02,국산,기아,K9,201
2016-02,수입,랜드로버,Discovery 4,194
2016-02,국산,현대,더 뉴 i30,191
2016-02,수입,BMW,Gran Turismo,186
2016-02,수입,BMW,X6,181
2016-02,수입,벤츠,A-Class,168
2016-02,수입,폭스바겐,Passat,165
2016-02,수입,랜드로버,Range Rover Evoque,164
2016-02,수입,BMW,1 Series,162
2016-02,수입,벤츠,CLA-Class,162
2016-02,수입,폭스바겐,Polo,162
2016-02,수입,아우디,A7,153
2016-02,국산,현대,아슬란,151
2016-02,수입,BMW,X5,145
2016-02,수입,미니,Countryman,144
2016-02,수입,BMW,X3,140
2016-02,수입,BMW,X4,138
2016-02,수입,벤츠,GLA-Class,137
2016-02,수입,재규어,XE,137
2016-02,수입,BMW,4 Series,134
2016-02,국산,기아,쏘울,126
2016-02,국산,쉐보레,아베오,123
2016-02,국산,르노코리아,QM5 네오,120
2016-02,수입,지프,Renegade,118
2016-02,수입,BMW,7 Series,116
2016-02,수입,혼다,CR-V,116
2016-02,수입,지프,Grand Cherokee,112
2016-02,국산,기아,K7 하이브리드,111
2016-02,국산,기아,버스,111
2016-02,국산,현대,i40,107
2016-02,수입,닛산,Qashqai,102
2016-02,수입,랜드로버,Range Rover Sport,96
2016-02,수입,토요타,RAV4,95
2016-02,수입,포르쉐,Cayenne,94
2016-02,수입,아우디,A3,89
2016-02,수입,미니,Clubman,87
2016-02,수입,포드,Mondeo,85
2016-02,수입,아우디,Q5,84
2016-02,수입,렉서스,NX,83
2016-02,수입,아우디,A4,83
2016-02,수입,링컨,MKX,78
2016-02,수입,볼보,S80,78
2016-02,수입,푸조,308,73
2016-02,수입,벤츠,B-class,71
2016-02,국산,현대,쏠라티,70
2016-02,수입,토요타,Sienna,69
2016-02,국산,현대,벨로스터,67
2016-02,수입,아우디,New Q3,66
2016-02,국산,KGM,체어맨 W,65
2016-02,수입,포드,Kuga,63
2016-02,수입,링컨,MKZ,59
2016-02,수입,볼보,S60,58
2016-02,수입,랜드로버,Range Rover,56
2016-02,수입,벤츠,Maybach S-Class,54
2016-02,수입,크라이슬러,300C,54
2016-02,수입,BMW,M,52
2016-02,수입,포드,Taurus,51
2016-02,수입,푸조,3008,49
2016-02,수입,볼보,XC60,48
2016-02,수입,포르쉐,Panamera,48
2016-02,수입,BMW,2 Series Active Tourer,46
2016-02,수입,시트로엥,Grand C4 Picasso,46
2016-02,수입,포드,Mustang,46
2016-02,수입,BMW,6 Series,44
2016-02,수입,BMW,X1,44
2016-02,수입,닛산,Juke,44
2016-02,수입,포르쉐,Macan,44
2016-02,수입,혼다,Odyssey,44
2016-02,수입,링컨,MKS,42
2016-02,수입,혼다,Pilot,42
2016-02,수입,폭스바겐,Beetle,41
2016-02,수입,폭스바겐,Touareg,38
2016-02,수입,인피니티,QX60,34
2016-02,수입,아우디,A5,32
2016-02,수입,캐딜락,CTS,31
2016-02,수입,아우디,A8,30
2016-02,수입,볼보,V60 Cross Country,28
2016-02,수입,피아트,500,27
2016-02,수입,볼보,V40,26
2016-02,수입,인피니티,Q70,26
2016-02,수입,푸조,508,25
2016-02,수입,닛산,Pathfinder,24
2016-02,수입,캐딜락,ATS,22
2016-02,수입,렉서스,CT,21
2016-02,국산,르노코리아,SM3 Z.E.,20
2016-02,수입,렉서스,IS,20
2016-02,수입,지프,Wrangler,20
2016-02,수입,닛산,Maxima,17
2016-02,수입,지프,Cherokee,17
2016-02,수입,아우디,TT,16
2016-02,수입,토요타,Prius V,16
2016-02,수입,벤츠,G-Class,15
2016-02,수입,볼보,V40 Cross Country,15
2016-02,수입,볼보,XC70,15
2016-02,수입,인피니티,QX50,15
2016-02,수입,BMW,i8,14
2016-02,수입,렉서스,LS,14
2016-02,수입,벤츠,SLK-Class,14
2016-02,수입,링컨,MKC,13
2016-02,수입,BMW,i3,12
2016-02,수입,볼보,S60 Cross Country,12
2016-02,수입,볼보,V60,12
2016-02,국산,기아,K3 쿱,11
2016-02,수입,크라이슬러,200,11
2016-02,수입,포르쉐,Boxster,11
2016-02,수입,닛산,Leaf,10
2016-02,수입,아우디,A3 e-tron,9
2016-02,수입,피아트,500C,9
2016-02,국산,현대,LF쏘나타 PHEV,8
2016-02,국산,현대,에쿠스,8
2016-02,국산,쉐보레,알페온,7
2016-02,수입,벤틀리,Flying Spur,7
2016-02,수입,시트로엥,C4 Picasso,7
2016-02,수입,토요타,Avalon,7
2016-02,수입,포드,Focus,7
2016-02,수입,포르쉐,911,7
2016-02,수입,벤틀리,New Continental,6
2016-02,수입,토요타,86,6
2016-02,수입,재규어,F-Type,5
2016-02,수입,포르쉐,Cayman,5
2016-02,국산,현대,제네시스 쿠페,4
2016-02,수입,벤츠,AMG GT,4
2016-02,수입,아우디,Q7,4
2016-02,수입,토요타,Prius,4
2016-02,수입,BMW,2 Series,3
2016-02,수입,캐딜락,SRX,3
2016-02,국산,쉐보레,카마로,2
2016-02,국산,쉐보레,캡티바,2
2016-02,수입,닛산,370Z,2
2016-02,수입,롤스로이스,Ghost Series II,2
2016-02,수입,벤츠,SL-Class,2
2016-02,수입,아우디,R8,2
2016-02,수입,재규어,XJ,2
2016-02,수입,지프,Compass,2
2016-02,수입,크라이슬러,Grand Voyager,2
2016-02,수입,폭스바겐,New Scirocco,2
2016-02,수입,BMW,Z4,1
2016-02,수입,시트로엥,DS5,1
2016-02,수입,혼다,Legend,1
2016-03,국산,현대,포터2,10214
2016-03,국산,쉐보레,더 넥스트 스파크,9174
2016-03,국산,현대,아반떼,8753
2016-03,국산,기아,쏘렌토,7611
2016-03,국산,현대,싼타페,7245
2016-03,국산,기아,모닝,7215
2016-03,국산,르노코리아,SM6,6751
2016-03,국산,기아,카니발,6075
2016-03,국산,기아,K7,5954
2016-03,국산,현대,LF쏘나타,5906
2016-03,국산,기아,봉고 3,5753
2016-03,국산,현대,투싼(2017),5202
2016-03,국산,기아,스포티지,4924
2016-03,국산,KGM,티볼리,4797
2016-03,국산,현대,스타렉스,4370
2016-03,국산,현대,그랜저HG,4006
2016-03,국산,기아,K5,3923
2016-03,국산,제네시스,EQ900,3570
2016-03,국산,현대,버스/트럭/YF쏘나타택시 (현대),3482
2016-03,국산,기아,K3,3382
2016-03,국산,현대,제네시스(DH),3289
2016-03,수입,벤츠,E-Class,2559
2016-03,국산,KGM,코란도 스포츠,2312
2016-03,국산,쉐보레,임팔라,2009
2016-03,국산,기아,모하비,1929
2016-03,국산,기아,레이,1810
2016-03,수입,폭스바겐,Golf,1744
2016-03,국산,현대,엑센트,1735
2016-03,수입,BMW,5 Series,1375
2016-03,수입,아우디,A6,1335
2016-03,국산,현대,아이오닉 hybrid,1250
2016-03,국산,쉐보레,올란도,1241
2016-03,국산,쉐보레,어메이징 뉴 크루즈,1217
2016-03,국산,현대,맥스크루즈,1126
2016-03,국산,르노코리아,QM3,1015
2016-03,국산,쉐보레,트랙스,1002
2016-03,수입,폭스바겐,Tiguan,930
2016-03,수입,BMW,3 Series,909
2016-03,국산,르노코리아,SM3 네오,869
2016-03,국산,르노코리아,SM5 노바,867
2016-03,국산,KGM,뉴 코란도 C,843
2016-03,국산,쉐보레,말리부,786
2016-03,국산,쉐보레,다마스,656
2016-03,수입,미니,Hatch,630
2016-03,국산,르노코리아,SM7 노바,594
2016-03,국산,쉐보레,라보,563
2016-03,국산,현대,그랜저HG HEV,544
2016-03,수입,렉서스,ES,538
2016-03,수입,벤츠,C-Class,536
2016-03,국산,현대,LF쏘나타 HEV,527
2016-03,국산,KGM,코란도 투리스모,518
2016-03,국산,KGM,렉스턴 W,473
2016-03,수입,포드,Explorer,456
2016-03,수입,폭스바겐,Passat,456
2016-03,국산,기아,프라이드,380
2016-03,수입,토요타,Camry,363
2016-03,수입,벤츠,GLC-Class,356
2016-03,수입,랜드로버,Discovery Sport,333
2016-03,국산,기아,K5 하이브리드,332
2016-03,수입,랜드로버,Discovery 4,320
2016-03,수입,혼다,Accord,307
2016-03,수입,BMW,Gran Turismo,303
2016-03,국산,기아,K7 하이브리드,302
2016-03,수입,벤츠,CLA-Class,302
2016-03,국산,현대,i40,299
2016-03,수입,벤츠,S-Class,296
2016-03,국산,현대,더 뉴 i30,284
2016-03,수입,벤츠,CLS-Class,272
2016-03,국산,기아,K9,271
2016-03,국산,기아,카렌스,270
2016-03,수입,닛산,Altima,262
2016-03,수입,인피니티,Q50,247
2016-03,수입,BMW,1 Series,245
2016-03,수입,BMW,4 Series,245
2016-03,수입,재규어,XE,242
2016-03,수입,벤츠,GLE-Class,235
2016-03,수입,미니,Clubman,234
2016-03,수입,아우디,A7,228
2016-03,수입,BMW,X5,214
2016-03,수입,BMW,X3,213
2016-03,수입,아우디,Q5,213
2016-03,수입,아우디,A3,207
2016-03,수입,BMW,X6,196
2016-03,수입,랜드로버,Range Rover Evoque,196
2016-03,수입,벤츠,GLA-Class,192
2016-03,수입,벤츠,A-Class,189
2016-03,국산,기아,쏘울,180
2016-03,수입,폭스바겐,CC,179
2016-03,수입,아우디,Q7,176
2016-03,수입,랜드로버,Range Rover Sport,172
2016-03,국산,현대,아슬란,168
2016-03,수입,미니,Countryman,166
2016-03,수입,BMW,7 Series,163
2016-03,수입,BMW,X4,163
2016-03,수입,렉서스,NX,163
2016-03,수입,크라이슬러,200,163
2016-03,수입,혼다,CR-V,163
2016-03,수입,지프,Renegade,158
2016-03,국산,쉐보레,아베오,155
2016-03,수입,폭스바겐,Jetta,153
2016-03,국산,기아,버스/레이전기,151
2016-03,수입,닛산,Maxima,144
2016-03,수입,지프,Grand Cherokee,140
2016-03,수입,아우디,A4,128
2016-03,국산,KGM,체어맨 W,126
2016-03,수입,토요타,RAV4,126
2016-03,수입,포드,Mondeo,123
2016-03,수입,푸조,2008,118
2016-03,수입,닛산,Qashqai,114
2016-03,수입,볼보,XC60,114
2016-03,수입,랜드로버,Range Rover,109
2016-03,수입,포르쉐,Cayenne,109
2016-03,수입,벤츠,B-class,106
2016-03,수입,폭스바겐,Polo,106
2016-03,수입,볼보,S80,104
2016-03,수입,볼보,S60,99
2016-03,수입,아우디,New Q3,99
2016-03,수입,토요타,Sienna,92
2016-03,국산,르노코리아,QM5 네오,89
2016-03,수입,포드,Kuga,89
2016-03,국산,현대,벨로스터,85
2016-03,국산,현대,쏠라티,82
2016-03,수입,아우디,A5,82
2016-03,수입,푸조,308,81
2016-03,수입,BMW,2 Series Active Tourer,77
2016-03,수입,포드,Taurus,77
2016-03,수입,푸조,508,76
2016-03,수입,벤츠,Maybach S-Class,74
2016-03,수입,링컨,MKX,73
2016-03,수입,BMW,X1,72
2016-03,수입,포르쉐,911,68
2016-03,수입,링컨,MKZ,66
2016-03,국산,쉐보레,알페온,63
2016-03,수입,크라이슬러,300C,63
2016-03,수입,아우디,A8,62
2016-03,수입,닛산,Juke,59
2016-03,수입,혼다,Pilot,59
2016-03,수입,링컨,MKS,55
2016-03,수입,BMW,M,54
2016-03,수입,BMW,6 Series,53
2016-03,수입,포드,Mustang,53
2016-03,수입,포르쉐,Panamera,52
2016-03,국산,르노코리아,SM3 Z.E.,50
2016-03,수입,포르쉐,Boxster,49
2016-03,수입,폭스바겐,Beetle,49
2016-03,수입,렉서스,RX,48
2016-03,수입,포르쉐,Macan,46
2016-03,수입,폭스바겐,Touareg,46
2016-03,수입,지프,Wrangler,44
2016-03,수입,피아트,500X,43
2016-03,수입,혼다,Odyssey,41
2016-03,국산,기아,쏘울 EV,37
2016-03,수입,볼보,V40,37
2016-03,수입,캐딜락,CTS,37
2016-03,수입,인피니티,QX60,35
2016-03,수입,피아트,500,35
2016-03,수입,볼보,XC70,33
2016-03,수입,푸조,3008,33
2016-03,수입,볼보,V40 Cross Country,32
2016-03,수입,렉서스,CT,31
2016-03,수입,렉서스,LS,29
2016-03,수입,볼보,V60,29
2016-03,수입,볼보,V60 Cross Country,29
2016-03,수입,시트로엥,Grand C4 Picasso,28
2016-03,수입,재규어,XF,28
2016-03,수입,BMW,i3,23
2016-03,수입,링컨,MKC,22
2016-03,수입,재규어,XJ,22
2016-03,국산,현대,제네시스 쿠페,20
2016-03,수입,아우디,TT,20
2016-03,수입,닛산,Pathfinder,19
2016-03,수입,렉서스,IS,19
2016-03,수입,벤츠,G-Class,19
2016-03,수입,캐딜락,ATS,15
2016-03,수입,벤틀리,New Continental,14
2016-03,수입,닛산,Leaf,13
2016-03,수입,재규어,F-Type,13
2016-03,수입,피아트,500C,13
2016-03,수입,벤틀리,Flying Spur,12
2016-03,수입,인피니티,QX50,12
2016-03,수입,지프,Cherokee,12
2016-03,수입,포드,Focus,12
2016-03,수입,볼보,S60 Cross Country,11
2016-03,수입,토요타,Prius V,11
2016-03,수입,벤츠,SLK-Class,10
2016-03,수입,인피니티,Q70,10
2016-03,국산,현대,LF쏘나타 PHEV,9
2016-03,수입,BMW,i8,9
2016-03,수입,벤츠,AMG GT,8
2016-03,수입,벤츠,SL-Class,8
2016-03,국산,기아,K3 쿱,7
2016-03,수입,시트로엥,C4 Picasso,5
2016-03,수입,토요타,Avalon,5
2016-03,수입,토요타,Prius,5
2016-03,국산,기아,니로,4
2016-03,수입,롤스로이스,Ghost Series II,4
2016-03,수입,토요타,86,4
2016-03,수입,포르쉐,Cayman,4
2016-03,수입,닛산,370Z,3
2016-03,수입,BMW,2 Series,2
2016-03,수입,람보르기니,Huracan,2
2016-03,수입,아우디,A3 e-tron,2
2016-03,국산,쉐보레,스파크 EV,1
2016-03,국산,쉐보레,캡티바,1
2016-03,수입,BMW,Z4,1
2016-03,수입,렉서스,RC,1
2016-03,수입,롤스로이스,Phantom,1
2016-03,수입,롤스로이스,Wraith,1
2016-03,수입,시트로엥,DS5,1
2016-03,수입,인피니티,QX80,1
2016-03,수입,크라이슬러,Grand Voyager,1
2016-04,국산,현대,포터2,9155
2016-04,국산,기아,쏘렌토,8256
2016-04,국산,현대,아반떼,7658
2016-04,국산,쉐보레,더 넥스트 스파크,7273
2016-04,국산,현대,싼타페,6518
2016-04,국산,현대,LF쏘나타,5788
2016-04,국산,현대,투싼(2017),5735
2016-04,국산,기아,모닝,5579
2016-04,국산,기아,K7,5496
2016-04,국산,기아,카니발,5490
2016-04,국산,KGM,티볼리,5375
2016-04,국산,르노코리아,SM6,5195
2016-04,국산,기아,봉고 3,4947
2016-04,국산,기아,스포티지,4548
2016-04,국산,현대,스타렉스,4160
2016-04,국산,현대,그랜저HG,3932
2016-04,국산,현대,버스/트럭/기타/택시 (현대),3843
2016-04,국산,기아,K5,3569
2016-04,국산,현대,제네시스(DH),3423
2016-04,국산,기아,K3,3284
2016-04,국산,제네시스,EQ900,2986
2016-04,국산,기아,니로,2440
2016-04,국산,KGM,코란도 스포츠,2001
2016-04,국산,기아,모하비,1664
2016-04,국산,기아,레이,1662
2016-04,수입,BMW,5 Series,1415
2016-04,국산,현대,엑센트,1351
2016-04,국산,쉐보레,임팔라,1323
2016-04,수입,아우디,A6,1313
2016-04,국산,현대,LF쏘나타 HEV,1304
2016-04,국산,현대,그랜저HG HEV,1233
2016-04,국산,르노코리아,QM3,1095
2016-04,국산,쉐보레,올란도,1034
2016-04,국산,쉐보레,트랙스,1014
2016-04,국산,현대,맥스크루즈,1000
2016-04,국산,쉐보레,말리부,991
2016-04,국산,쉐보레,어메이징 뉴 크루즈,853
2016-04,수입,벤츠,C-Class,818
2016-04,국산,르노코리아,SM5 노바,764
2016-04,국산,현대,아이오닉 hybrid,755
2016-04,국산,KGM,뉴 코란도 C,740
2016-04,국산,르노코리아,SM3 네오,706
2016-04,수입,BMW,3 Series,664
2016-04,국산,르노코리아,SM7 노바,590
2016-04,수입,벤츠,E-Class,533
2016-04,국산,쉐보레,라보,481
2016-04,국산,KGM,코란도 투리스모,470
2016-04,국산,쉐보레,다마스,468
2016-04,수입,포드,Explorer,459
2016-04,수입,벤츠,CLA-Class,456
2016-04,국산,KGM,렉스턴 W,444
2016-04,국산,쉐보레,캡티바,436
2016-04,수입,렉서스,ES,436
2016-04,국산,기아,프라이드,410
2016-04,수입,벤츠,CLS-Class,396
2016-04,수입,토요타,Prius,358
2016-04,수입,벤츠,S-Class,333
2016-04,수입,토요타,Camry,325
2016-04,수입,폭스바겐,Tiguan,321
2016-04,국산,기아,K5 하이브리드,320
2016-04,수입,미니,Hatch,311
2016-04,수입,벤츠,GLA-Class,256
2016-04,국산,기아,K9,245
2016-04,수입,BMW,Gran Turismo,241
2016-04,수입,벤츠,GLE-Class,239
2016-04,수입,BMW,7 Series,235
2016-04,수입,아우디,New Q3,216
2016-04,수입,BMW,X1,213
2016-04,수입,랜드로버,Discovery Sport,207
2016-04,수입,푸조,2008,206
2016-04,수입,BMW,4 Series,205
2016-04,수입,닛산,Qashqai,205
2016-04,수입,BMW,X3,196
2016-04,수입,인피니티,Q50,190
2016-04,수입,아우디,A7,189
2016-04,국산,기아,카렌스,186
2016-04,수입,랜드로버,Discovery 4,182
2016-04,국산,현대,아슬란,176
2016-04,수입,닛산,Altima,172
