date,market,brand,model,sales
2021-12,수입,볼보,S60,130
2021-12,수입,벤츠,A-Class,128
2021-12,수입,벤츠,GLB-Class,125
2021-12,수입,아우디,Q5,124
2021-12,수입,벤츠,CLS-Class,119
2021-12,수입,BMW,iX3,118
2021-12,국산,현대,카운티,116
2021-12,수입,볼보,XC90,114
2021-12,수입,폭스바겐,Passat GT,110
2021-12,수입,혼다,CR-V,86
2021-12,수입,BMW,iX,82
2021-12,수입,아우디,e-tron GT,80
2021-12,수입,BMW,4 Series,78
2021-12,수입,BMW,1 Series,76
2021-12,수입,랜드로버,Discovery Sport,74
2021-12,수입,마세라티,Levante,74
2021-12,수입,푸조,3008,74
2021-12,수입,랜드로버,Defender,70
2021-12,국산,기아,버스 (기아),68
2021-12,수입,랜드로버,Range Rover Evoque,64
2021-12,수입,포르쉐,Panamera,64
2021-12,수입,벤츠,GLA-Class,63
2021-12,수입,아우디,A8,63
2021-12,수입,포드,Ranger,63
2021-12,수입,렉서스,UX,56
2021-12,수입,포르쉐,718 Boxster,54
2021-12,수입,포르쉐,Taycan,53
2021-12,수입,벤츠,AMG GT,52
2021-12,수입,푸조,5008,52
2021-12,수입,토요타,Sienna,51
2021-12,수입,포드,Mustang,48
2021-12,수입,아우디,Q8,46
2021-12,수입,토요타,Prius,46
2021-12,수입,렉서스,RX,45
2021-12,수입,푸조,2008,43
2021-12,국산,현대,코나 N,42
2021-12,수입,벤츠,GLS-Class,40
2021-12,수입,BMW,2 Series,39
2021-12,수입,포르쉐,Cayenne,39
2021-12,수입,벤츠,C-Class,38
2021-12,수입,랜드로버,Discovery,37
2021-12,수입,링컨,Navigator,36
2021-12,수입,BMW,X1,34
2021-12,수입,지프,Cherokee,34
2021-12,국산,현대,벨로스터 N,33
2021-12,국산,현대,쏠라티,31
2021-12,수입,푸조,508,31
2021-12,수입,볼보,V90 Cross Country,30
2021-12,수입,포드,Expedition,30
2021-12,수입,BMW,8 Series,29
2021-12,수입,미니,Convertible,28
2021-12,수입,포르쉐,911,27
2021-12,국산,르노코리아,조에,26
2021-12,수입,재규어,F-Pace,26
2021-12,수입,혼다,Pilot,26
2021-12,수입,랜드로버,Range Rover Velar,25
2021-12,수입,렉서스,LS,25
2021-12,국산,르노코리아,캡처,24
2021-12,수입,람보르기니,Urus,24
2021-12,수입,마세라티,Ghibli,24
2021-12,수입,랜드로버,Range Rover,23
2021-12,수입,BMW,M3,22
2021-12,수입,랜드로버,Range Rover Sport,20
2021-12,수입,BMW,X2,18
2021-12,수입,BMW,Z4,16
2021-12,수입,시트로엥,Grand C4 Spacetourer,16
2021-12,수입,캐딜락,XT6,16
2021-12,수입,마세라티,Quattroporte,14
2021-12,수입,토요타,Avalon,14
2021-12,수입,포르쉐,Macan,14
2021-12,수입,캐딜락,Escalade,13
2021-12,수입,포르쉐,718 Cayman,13
2021-12,수입,벤틀리,Continental GT,11
2021-12,수입,시트로엥,C5 Aircross,11
2021-12,수입,BMW,M4,10
2021-12,수입,BMW,X6 M,10
2021-12,수입,벤틀리,Flying Spur,10
2021-12,수입,푸조,e-208,10
2021-12,수입,벤츠,Maybach GLS,9
2021-12,수입,롤스로이스,Cullinan,8
2021-12,수입,재규어,F-Type,8
2021-12,수입,BMW,X5 M,7
2021-12,국산,쉐보레,카마로,6
2021-12,수입,BMW,M8,6
2021-12,수입,DS,DS7 Crossback,6
2021-12,수입,BMW,M5,5
2021-12,수입,BMW,X3 M,5
2021-12,수입,BMW,X4 M,5
2021-12,수입,BMW,i3,5
2021-12,수입,테슬라,Model 3,5
2021-12,수입,테슬라,Model Y,5
2021-12,수입,람보르기니,Huracan EVO,4
2021-12,수입,캐딜락,CT5,4
2021-12,국산,르노코리아,트위지,3
2021-12,국산,쉐보레,단종모델 (말리부 2.4),3
2021-12,수입,롤스로이스,Ghost,3
2021-12,수입,시트로엥,C4 Cactus,3
2021-12,수입,캐딜락,XT5,3
2021-12,수입,푸조,508 SW,3
2021-12,수입,람보르기니,Aventador,2
2021-12,수입,롤스로이스,Phantom,2
2021-12,수입,아우디,Q2,2
2021-12,수입,아우디,R8,2
2021-12,수입,캐딜락,XT4,2
2021-12,수입,푸조,308,2
2021-12,국산,기아,스토닉,1
2021-12,국산,쉐보레,이쿼녹스,1
2021-12,수입,롤스로이스,Dawn,1
2021-12,수입,링컨,Nautilus,1
2021-12,수입,벤틀리,Bentayga,1
2021-12,수입,캐딜락,CT4,1
2021-12,수입,토요타,Prius C,1
2022-01,국산,제네시스,G80,5501
2022-01,국산,현대,포터2,5443
2022-01,국산,현대,아반떼,5099
2022-01,국산,기아,쏘렌토,5066
2022-01,국산,기아,봉고 3,4643
2022-01,국산,기아,스포티지,4455
2022-01,국산,현대,팰리세이드,4302
2022-01,국산,기아,카니발,4114
2022-01,국산,현대,캐스퍼,3948
2022-01,국산,현대,투싼,3619
2022-01,국산,기아,레이,3598
2022-01,국산,기아,셀토스,3468
2022-01,국산,기아,K5,3342
2022-01,국산,르노코리아,QM6,2865
2022-01,국산,현대,스타리아,2810
2022-01,국산,기아,K8,2566
2022-01,국산,제네시스,GV70,2410
2022-01,국산,현대,싼타페,2159
2022-01,수입,BMW,5 Series,1997
2022-01,국산,현대,쏘나타,1895
2022-01,수입,벤츠,E-Class,1884
2022-01,국산,제네시스,GV80,1876
2022-01,국산,현대,그랜저,1806
2022-01,국산,기아,K3,1792
2022-01,국산,기아,모닝,1534
2022-01,국산,KGM,렉스턴 스포츠 칸,1495
2022-01,국산,KGM,렉스턴 스포츠,1483
2022-01,국산,르노코리아,XM3,1418
2022-01,국산,기아,니로,1224
2022-01,국산,현대,버스/트럭 (현대),1090
2022-01,수입,벤츠,S-Class,927
2022-01,국산,현대,베뉴,925
2022-01,국산,KGM,티볼리,858
2022-01,국산,쉐보레,트레일블레이저,709
2022-01,국산,현대,마이티,681
2022-01,수입,BMW,3 Series,550
2022-01,국산,KGM,코란도,536
2022-01,국산,제네시스,G70,533
2022-01,수입,BMW,X5,505
2022-01,수입,포드,Explorer,503
2022-01,국산,기아,K9,487
2022-01,국산,현대,코나,453
2022-01,수입,아우디,A6,423
2022-01,수입,렉서스,ES,407
2022-01,국산,기아,모하비,406
2022-01,수입,BMW,X7,405
2022-01,수입,미니,Hatch,384
2022-01,국산,현대,아이오닉 5,376
2022-01,수입,BMW,X3,353
2022-01,국산,현대,아반떼 N,338
2022-01,수입,폭스바겐,Jetta,332
2022-01,수입,BMW,6 Series,329
2022-01,국산,쉐보레,콜로라도,320
2022-01,국산,현대,넥쏘,319
2022-01,수입,볼보,XC60,309
2022-01,수입,BMW,X4,279
2022-01,수입,폭스바겐,Tiguan,274
2022-01,수입,아우디,A4,272
2022-01,수입,폭스바겐,T-Roc,264
2022-01,수입,미니,Countryman,254
2022-01,수입,볼보,S90,244
2022-01,국산,KGM,티볼리 에어,237
2022-01,국산,KGM,렉스턴,227
2022-01,수입,지프,Renegade,216
2022-01,수입,BMW,X1,215
2022-01,수입,포르쉐,Cayenne,208
2022-01,수입,BMW,7 Series,194
2022-01,수입,아우디,A7,178
2022-01,국산,제네시스,GV60,177
2022-01,국산,기아,스팅어,166
2022-01,수입,벤츠,Maybach S-Class,152
2022-01,수입,혼다,Accord,151
2022-01,국산,쉐보레,말리부,148
2022-01,수입,폭스바겐,Arteon,148
2022-01,수입,토요타,Camry,147
2022-01,수입,BMW,1 Series,145
2022-01,수입,미니,Clubman,142
2022-01,수입,볼보,XC40,142
2022-01,국산,현대,쏘나타 뉴 라이즈,141
2022-01,수입,볼보,S60,138
2022-01,수입,포르쉐,Taycan,138
2022-01,국산,현대,카운티,134
2022-01,수입,벤츠,GLE-Class,132
2022-01,수입,볼보,XC90,132
2022-01,수입,포르쉐,Panamera,130
2022-01,수입,폭스바겐,Golf,129
2022-01,국산,르노코리아,SM6,124
2022-01,수입,지프,Grand Cherokee,120
2022-01,수입,포르쉐,911,117
2022-01,국산,기아,EV6,115
2022-01,국산,쉐보레,트랙스,110
2022-01,수입,BMW,4 Series,108
2022-01,수입,아우디,Q7,96
2022-01,수입,링컨,Aviator,93
2022-01,수입,BMW,2 Series,87
2022-01,수입,아우디,Q8,85
2022-01,수입,벤츠,EQA,84
2022-01,수입,토요타,Sienna,82
2022-01,국산,제네시스,G90,78
2022-01,수입,지프,Cherokee,78
2022-01,수입,BMW,X6,76
2022-01,수입,포르쉐,718 Boxster,75
2022-01,수입,랜드로버,Defender,74
2022-01,수입,아우디,Q5,74
2022-01,수입,혼다,Odyssey,71
2022-01,국산,르노코리아,마스터,66
2022-01,수입,폭스바겐,Passat GT,66
2022-01,수입,혼다,CR-V,65
2022-01,수입,벤츠,GLS-Class,63
2022-01,국산,기아,버스 (기아),62
2022-01,수입,BMW,iX3,61
2022-01,수입,아우디,A8,61
2022-01,수입,푸조,3008,58
2022-01,수입,지프,Gladiator,57
2022-01,수입,BMW,iX,55
2022-01,수입,랜드로버,Range Rover Evoque,54
2022-01,수입,포드,Mustang,54
2022-01,수입,벤츠,EQC,50
2022-01,수입,랜드로버,Discovery Sport,47
2022-01,수입,링컨,Corsair,46
2022-01,수입,렉서스,RX,45
2022-01,수입,벤츠,EQS,45
2022-01,수입,랜드로버,Discovery,43
2022-01,수입,푸조,5008,41
2022-01,국산,현대,쏠라티,40
2022-01,수입,토요타,Prius,40
2022-01,수입,미니,Convertible,39
2022-01,수입,BMW,Z4,36
2022-01,수입,렉서스,UX,36
2022-01,수입,BMW,8 Series,34
2022-01,수입,BMW,M3,34
2022-01,수입,벤츠,GLC-Class,33
2022-01,수입,토요타,Avalon,33
2022-01,수입,아우디,e-tron,31
2022-01,수입,포드,Ranger,31
2022-01,수입,마세라티,Levante,27
2022-01,수입,지프,Wrangler,27
2022-01,국산,현대,코나 N,26
2022-01,수입,BMW,M4,26
2022-01,국산,쉐보레,트래버스,25
2022-01,국산,쉐보레,스파크,23
2022-01,수입,랜드로버,Range Rover Velar,23
2022-01,수입,볼보,V60 Cross Country,23
2022-01,수입,아우디,A5,23
2022-01,국산,현대,벨로스터 N,21
2022-01,수입,폴스타,Polestar 2,20
2022-01,수입,렉서스,LS,19
2022-01,수입,랜드로버,Range Rover Sport,18
2022-01,수입,아우디,e-tron GT,18
2022-01,수입,랜드로버,Range Rover,17
2022-01,수입,롤스로이스,Cullinan,17
2022-01,수입,링컨,Navigator,17
2022-01,수입,벤틀리,Continental GT,17
2022-01,수입,포드,Expedition,17
2022-01,수입,벤츠,AMG GT,16
2022-01,수입,볼보,V90 Cross Country,16
2022-01,수입,BMW,X2,15
2022-01,수입,재규어,F-Pace,15
2022-01,수입,캐딜락,XT4,14
2022-01,수입,시트로엥,Grand C4 Spacetourer,13
2022-01,수입,BMW,M5,11
2022-01,수입,마세라티,Ghibli,11
2022-01,수입,캐딜락,XT6,11
2022-01,수입,벤틀리,Flying Spur,10
2022-01,국산,쉐보레,카마로,9
2022-01,수입,BMW,X6 M,9
2022-01,수입,람보르기니,Urus,9
2022-01,수입,BMW,X3 M,8
2022-01,수입,벤틀리,Bentayga,8
2022-01,수입,아우디,R8,8
2022-01,수입,혼다,Pilot,8
2022-01,수입,BMW,X5 M,7
2022-01,수입,람보르기니,Huracan EVO,7
2022-01,수입,BMW,X4 M,6
2022-01,수입,캐딜락,CT4,6
2022-01,수입,포르쉐,718 Cayman,6
2022-01,수입,푸조,508,6
2022-01,수입,BMW,M8,5
2022-01,수입,DS,DS7 Crossback,5
2022-01,수입,렉서스,LC,5
2022-01,수입,벤츠,A-Class,5
2022-01,수입,시트로엥,C5 Aircross,5
2022-01,수입,캐딜락,Escalade,5
2022-01,국산,르노코리아,조에,4
2022-01,수입,푸조,2008,4
2022-01,수입,롤스로이스,Ghost,3
2022-01,수입,롤스로이스,Phantom,3
2022-01,수입,벤츠,CLA-Class,3
2022-01,수입,벤츠,CLS-Class,3
2022-01,수입,벤츠,Maybach GLS,3
2022-01,수입,포르쉐,Macan,3
2022-01,수입,DS,DS3 Crossback,2
2022-01,수입,마세라티,Quattroporte,2
2022-01,수입,벤츠,C-Class,2
2022-01,수입,벤츠,G-Class,2
2022-01,수입,토요타,RAV4,2
2022-01,수입,렉서스,RC,1
2022-01,수입,벤츠,GLB-Class,1
2022-01,수입,시트로엥,C4 Cactus,1
2022-01,수입,캐딜락,CT5,1
2022-01,수입,테슬라,Model Y,1
2022-01,수입,푸조,308,1
2022-02,국산,현대,포터2,7995
2022-02,국산,기아,봉고 3,6377
2022-02,국산,기아,쏘렌토,4776
2022-02,국산,제네시스,G80,4655
2022-02,국산,현대,그랜저,4490
2022-02,국산,현대,아이오닉 5,3995
2022-02,국산,현대,팰리세이드,3900
2022-02,국산,기아,스포티지,3781
2022-02,국산,기아,셀토스,3538
2022-02,국산,현대,아반떼,3365
2022-02,국산,현대,캐스퍼,3304
2022-02,국산,기아,레이,3218
2022-02,국산,기아,카니발,3127
2022-02,국산,현대,쏘나타,2977
2022-02,국산,기아,K8,2932
2022-02,국산,현대,투싼,2684
2022-02,수입,벤츠,E-Class,2671
2022-02,국산,제네시스,GV70,2592
2022-02,국산,기아,니로,2569
2022-02,국산,기아,K5,2562
2022-02,국산,르노코리아,QM6,2142
2022-02,국산,현대,스타리아,2057
2022-02,수입,BMW,5 Series,1902
2022-02,국산,제네시스,GV80,1782
2022-02,국산,기아,EV6,1706
2022-02,국산,기아,모닝,1700
2022-02,국산,현대,싼타페,1680
2022-02,국산,기아,K3,1573
2022-02,수입,벤츠,S-Class,1436
2022-02,국산,KGM,렉스턴 스포츠,1285
2022-02,국산,KGM,렉스턴 스포츠 칸,1280
2022-02,국산,현대,쏘나타 뉴 라이즈,1199
2022-02,국산,제네시스,G90,1073
2022-02,국산,르노코리아,XM3,1062
2022-02,국산,쉐보레,트레일블레이저,1041
2022-02,국산,현대,버스/트럭 (현대),953
2022-02,국산,기아,모하비,950
2022-02,국산,현대,코나,892
2022-02,국산,KGM,티볼리,810
2022-02,국산,현대,넥쏘,650
2022-02,국산,쉐보레,스파크,622
2022-02,국산,현대,마이티,616
2022-02,국산,현대,베뉴,615
2022-02,국산,KGM,코란도,607
2022-02,국산,제네시스,G70,565
2022-02,국산,기아,K9,537
2022-02,수입,BMW,X5,514
2022-02,수입,벤츠,CLA-Class,481
2022-02,국산,쉐보레,콜로라도,432
2022-02,수입,포르쉐,Cayenne,429
2022-02,수입,BMW,X6,420
2022-02,수입,BMW,3 Series,419
2022-02,수입,벤츠,A-Class,413
2022-02,수입,BMW,X7,396
2022-02,수입,렉서스,ES,373
2022-02,수입,아우디,A6,371
2022-02,국산,제네시스,GV60,349
2022-02,수입,BMW,X4,337
2022-02,국산,현대,아반떼 N,332
2022-02,수입,BMW,X3,327
2022-02,수입,BMW,6 Series,326
2022-02,수입,폭스바겐,Jetta,314
2022-02,수입,벤츠,GLE-Class,301
2022-02,수입,미니,Hatch,290
2022-02,수입,볼보,XC60,285
2022-02,국산,KGM,렉스턴,283
2022-02,국산,르노코리아,SM6,283
2022-02,국산,KGM,티볼리 에어,275
2022-02,수입,폭스바겐,T-Roc,259
2022-02,수입,폭스바겐,Tiguan,249
2022-02,수입,미니,Countryman,231
2022-02,수입,BMW,X1,223
2022-02,수입,지프,Renegade,211
2022-02,수입,테슬라,Model 3,203
2022-02,수입,벤츠,Maybach S-Class,200
2022-02,수입,아우디,Q5,199
2022-02,수입,링컨,Aviator,198
2022-02,수입,아우디,Q8,198
2022-02,수입,BMW,7 Series,188
2022-02,수입,볼보,S60,185
2022-02,국산,현대,카운티,169
2022-02,국산,기아,스팅어,164
2022-02,수입,아우디,A7,163
2022-02,국산,쉐보레,트랙스,157
2022-02,수입,포르쉐,Taycan,157
2022-02,수입,벤츠,GLC-Class,154
2022-02,수입,폭스바겐,Golf,153
2022-02,수입,볼보,XC40,151
2022-02,수입,미니,Clubman,147
2022-02,수입,BMW,4 Series,139
2022-02,수입,볼보,S90,138
2022-02,수입,토요타,Camry,138
2022-02,수입,볼보,XC90,131
2022-02,국산,르노코리아,조에,127
2022-02,수입,아우디,A8,126
2022-02,수입,혼다,CR-V,121
2022-02,국산,쉐보레,말리부,118
2022-02,수입,BMW,2 Series,110
2022-02,수입,지프,Grand Cherokee,109
2022-02,수입,혼다,Accord,103
2022-02,수입,아우디,Q7,99
2022-02,수입,BMW,1 Series,97
2022-02,수입,벤츠,GLB-Class,91
2022-02,수입,볼보,V60 Cross Country,88
2022-02,수입,포드,Explorer,81
2022-02,수입,토요타,Sienna,80
2022-02,수입,폭스바겐,Arteon,78
2022-02,수입,렉서스,RX,77
2022-02,수입,푸조,3008,77
2022-02,국산,르노코리아,마스터,73
2022-02,수입,지프,Gladiator,70
2022-02,수입,벤츠,EQA,67
2022-02,수입,포르쉐,Panamera,65
2022-02,국산,현대,쏠라티,64
2022-02,수입,BMW,iX3,63
2022-02,국산,쉐보레,트래버스,61
2022-02,수입,포르쉐,911,61
2022-02,수입,벤츠,GLS-Class,60
2022-02,수입,포르쉐,718 Boxster,59
2022-02,수입,볼보,V90 Cross Country,56
2022-02,수입,폭스바겐,Passat GT,55
2022-02,국산,기아,버스 (기아),50
2022-02,수입,랜드로버,Discovery Sport,46
2022-02,수입,벤츠,EQS,43
2022-02,수입,푸조,5008,41
2022-02,수입,랜드로버,Defender,40
2022-02,수입,푸조,2008,40
2022-02,수입,랜드로버,Discovery,37
2022-02,수입,랜드로버,Range Rover Evoque,37
2022-02,수입,미니,Convertible,37
2022-02,수입,포드,Ranger,37
2022-02,수입,벤츠,EQC,35
2022-02,수입,BMW,X2,33
2022-02,수입,지프,Cherokee,33
2022-02,수입,아우디,e-tron,32
2022-02,수입,혼다,Odyssey,32
2022-02,국산,르노코리아,트위지,31
2022-02,국산,현대,코나 N,31
2022-02,수입,마세라티,Levante,29
2022-02,수입,포드,Mustang,29
2022-02,수입,토요타,Prius,28
2022-02,수입,포드,Expedition,28
2022-02,수입,BMW,M4,27
2022-02,수입,미니,Electric,27
2022-02,수입,토요타,Avalon,27
2022-02,국산,현대,벨로스터 N,26
2022-02,수입,벤틀리,Flying Spur,25
2022-02,수입,BMW,iX,24
2022-02,수입,랜드로버,Range Rover,20
2022-02,수입,BMW,Z4,19
2022-02,수입,아우디,A4,19
2022-02,수입,푸조,508,19
2022-02,수입,렉서스,LS,18
2022-02,수입,링컨,Navigator,18
2022-02,수입,지프,Wrangler,18
2022-02,국산,쉐보레,카마로,16
2022-02,수입,BMW,M3,16
2022-02,수입,람보르기니,Urus,16
2022-02,수입,롤스로이스,Ghost,15
2022-02,수입,마세라티,Ghibli,15
2022-02,수입,BMW,i3,14
2022-02,수입,BMW,8 Series,12
2022-02,수입,BMW,X3 M,12
2022-02,수입,아우디,R8,12
2022-02,수입,재규어,F-Pace,11
2022-02,수입,BMW,X4 M,10
2022-02,수입,BMW,X6 M,10
2022-02,수입,볼보,XC40 Recharge,10
2022-02,수입,BMW,M5,9
2022-02,수입,벤츠,CLS-Class,9
2022-02,수입,DS,DS7 Crossback,8
2022-02,수입,롤스로이스,Cullinan,8
2022-02,수입,BMW,X5 M,7
2022-02,수입,마세라티,Quattroporte,7
2022-02,수입,벤틀리,Continental GT,7
2022-02,수입,캐딜락,CT4,7
2022-02,수입,랜드로버,Range Rover Sport,6
2022-02,수입,렉서스,UX,6
2022-02,수입,포르쉐,718 Cayman,6
2022-02,수입,아우디,e-tron GT,5
2022-02,수입,재규어,XF,5
2022-02,수입,포드,Bronco,5
2022-02,수입,랜드로버,Range Rover Velar,4
2022-02,수입,링컨,Corsair,4
2022-02,수입,벤츠,AMG GT,4
2022-02,수입,시트로엥,C5 Aircross,4
2022-02,수입,캐딜락,Escalade,4
2022-02,수입,토요타,Prius Prime,4
2022-02,수입,푸조,e-208,4
2022-02,수입,벤틀리,Bentayga,3
2022-02,수입,볼보,C40 Recharge,3
2022-02,수입,시트로엥,Grand C4 Spacetourer,3
2022-02,수입,아우디,A5,3
2022-02,수입,캐딜락,XT5,3
2022-02,수입,BMW,M8,2
2022-02,수입,벤츠,C-Class,2
2022-02,수입,벤츠,GLA-Class,2
2022-02,수입,캐딜락,CT5,2
2022-02,수입,캐딜락,XT4,2
2022-02,수입,캐딜락,XT6,2
2022-02,수입,테슬라,Model Y,2
2022-02,수입,토요타,RAV4,2
2022-02,수입,푸조,508 SW,2
2022-02,수입,람보르기니,Huracan EVO,1
2022-02,수입,마세라티,MC20,1
2022-02,수입,벤츠,Maybach GLS,1
2022-02,수입,재규어,F-Type,1
2022-03,국산,현대,그랜저,6663
2022-03,국산,기아,쏘렌토,5435
2022-03,국산,기아,스포티지,4919
2022-03,국산,현대,포터2,4708
2022-03,국산,기아,봉고 3,4649
2022-03,국산,현대,팰리세이드,4501
2022-03,국산,기아,셀토스,4266
2022-03,국산,기아,카니발,4065
2022-03,국산,제네시스,G80,3967
2022-03,국산,현대,캐스퍼,3725
2022-03,국산,기아,레이,3566
2022-03,국산,기아,모닝,3559
2022-03,국산,현대,아반떼,3490
2022-03,국산,현대,쏘나타,3263
2022-03,국산,현대,아이오닉 5,3208
2022-03,수입,벤츠,E-Class,2915
2022-03,국산,현대,투싼,2740
2022-03,국산,기아,K8,2722
2022-03,국산,기아,EV6,2689
2022-03,국산,기아,K5,2642
2022-03,수입,테슬라,Model 3,2495
2022-03,국산,기아,니로,2413
2022-03,국산,르노코리아,QM6,2411
2022-03,국산,현대,스타리아,2096
2022-03,국산,기아,K3,2020
2022-03,국산,제네시스,GV80,1959
2022-03,국산,제네시스,GV70,1907
2022-03,국산,제네시스,G90,1897
2022-03,국산,현대,싼타페,1860
2022-03,국산,쉐보레,트레일블레이저,1750
2022-03,수입,BMW,5 Series,1532
2022-03,국산,르노코리아,XM3,1524
2022-03,국산,KGM,렉스턴 스포츠,1493
2022-03,국산,현대,버스/트럭 (현대),1400
2022-03,국산,KGM,렉스턴 스포츠 칸,1292
2022-03,국산,쉐보레,스파크,1280
2022-03,수입,벤츠,GLE-Class,1247
2022-03,수입,벤츠,S-Class,1204
2022-03,국산,KGM,티볼리,1077
2022-03,국산,현대,쏘나타 뉴 라이즈,1054
2022-03,국산,기아,K9,1001
2022-03,수입,BMW,3 Series,931
2022-03,국산,기아,모하비,852
2022-03,국산,현대,마이티,781
2022-03,수입,BMW,X5,743
2022-03,수입,볼보,S90,726
2022-03,수입,BMW,X3,715
2022-03,국산,현대,코나,712
2022-03,국산,제네시스,GV60,685
2022-03,국산,현대,베뉴,673
2022-03,수입,벤츠,GLC-Class,613
2022-03,수입,벤츠,CLS-Class,583
2022-03,국산,KGM,코란도,566
2022-03,수입,BMW,X7,561
2022-03,수입,BMW,X4,516
2022-03,수입,BMW,X6,515
2022-03,국산,현대,넥쏘,445
2022-03,수입,렉서스,ES,441
2022-03,국산,제네시스,G70,416
2022-03,수입,미니,Hatch,414
2022-03,국산,현대,아반떼 N,402
2022-03,수입,폭스바겐,Tiguan,402
2022-03,수입,포르쉐,Cayenne,381
2022-03,수입,아우디,A6,364
2022-03,수입,토요타,Camry,331
2022-03,국산,KGM,렉스턴,328
2022-03,수입,지프,Renegade,316
2022-03,수입,벤츠,EQA,315
2022-03,수입,미니,Countryman,299
2022-03,수입,폭스바겐,T-Roc,287
2022-03,수입,벤츠,GLS-Class,278
2022-03,수입,벤츠,CLA-Class,277
2022-03,수입,벤츠,A-Class,274
2022-03,국산,KGM,티볼리 에어,268
2022-03,수입,벤츠,GLB-Class,263
2022-03,국산,쉐보레,콜로라도,257
2022-03,수입,폴스타,Polestar 2,249
2022-03,수입,미니,Clubman,237
2022-03,수입,BMW,6 Series,228
2022-03,국산,기아,스팅어,218
2022-03,수입,미니,Electric,215
2022-03,수입,아우디,Q5,210
2022-03,수입,BMW,7 Series,208
2022-03,국산,르노코리아,SM6,203
2022-03,국산,르노코리아,조에,198
2022-03,수입,푸조,2008,195
2022-03,수입,BMW,1 Series,192
2022-03,수입,볼보,XC40,191
2022-03,수입,벤츠,Maybach S-Class,188
2022-03,수입,BMW,iX3,180
2022-03,수입,벤츠,C-Class,175
2022-03,수입,포르쉐,911,175
2022-03,수입,벤츠,AMG GT,171
2022-03,국산,현대,카운티,161
2022-03,수입,볼보,XC60,156
2022-03,수입,폭스바겐,Jetta,154
2022-03,국산,쉐보레,말리부,150
2022-03,수입,BMW,X1,150
2022-03,국산,쉐보레,트랙스,144
2022-03,수입,BMW,2 Series,125
2022-03,수입,링컨,Aviator,124
2022-03,수입,폭스바겐,Arteon,123
2022-03,수입,포드,Ranger,110
2022-03,수입,포르쉐,Taycan,110
2022-03,수입,아우디,A7,109
2022-03,수입,미니,Convertible,108
2022-03,수입,아우디,A4,107
2022-03,수입,포르쉐,Macan,107
2022-03,수입,지프,Wrangler,104
2022-03,수입,포르쉐,Panamera,104
2022-03,수입,랜드로버,Defender,103
2022-03,국산,현대,쏠라티,93
2022-03,수입,벤츠,G-Class,91
2022-03,수입,벤츠,EQS,88
2022-03,수입,아우디,Q8,88
2022-03,수입,토요타,Sienna,88
2022-03,수입,아우디,Q7,87
2022-03,수입,볼보,V60 Cross Country,85
2022-03,수입,벤츠,GLA-Class,84
2022-03,수입,혼다,CR-V,82
2022-03,국산,르노코리아,트위지,81
2022-03,국산,KGM,코란도 이모션,78
2022-03,수입,렉서스,RX,78
2022-03,수입,아우디,A8,77
2022-03,수입,캐딜락,Escalade,74
2022-03,수입,폭스바겐,Passat GT,74
2022-03,수입,토요타,Prius,71
2022-03,수입,랜드로버,Discovery Sport,67
2022-03,수입,지프,Grand Cherokee,65
2022-03,수입,볼보,XC90,58
2022-03,수입,아우디,e-tron,57
2022-03,수입,BMW,4 Series,52
2022-03,수입,포르쉐,718 Boxster,52
2022-03,수입,지프,Gladiator,51
2022-03,국산,기아,버스 (기아),50
2022-03,수입,푸조,3008,48
2022-03,국산,르노코리아,마스터,47
2022-03,국산,현대,코나 N,47
2022-03,수입,마세라티,Levante,47
2022-03,수입,포드,Explorer,43
2022-03,수입,랜드로버,Range Rover Evoque,38
2022-03,수입,아우디,e-tron GT,35
2022-03,수입,토요타,Avalon,33
2022-03,수입,BMW,i4,32
2022-03,수입,BMW,M4,31
2022-03,수입,볼보,C40 Recharge,31
2022-03,국산,현대,벨로스터 N,30
2022-03,수입,볼보,XC40 Recharge,30
2022-03,수입,벤틀리,Flying Spur,27
2022-03,수입,람보르기니,Urus,26
2022-03,수입,혼다,Accord,26
2022-03,수입,렉서스,LS,25
2022-03,수입,푸조,5008,25
2022-03,수입,마세라티,Ghibli,23
2022-03,수입,포르쉐,718 Cayman,22
2022-03,수입,푸조,e-208,22
2022-03,수입,랜드로버,Range Rover Sport,21
2022-03,수입,BMW,X3 M,20
2022-03,수입,링컨,Navigator,20
2022-03,수입,BMW,X4 M,18
2022-03,수입,랜드로버,Discovery,18
2022-03,수입,벤틀리,Continental GT,18
2022-03,수입,아우디,A5,18
2022-03,국산,쉐보레,트래버스,17
2022-03,수입,볼보,V90 Cross Country,17
2022-03,수입,BMW,8 Series,16
2022-03,수입,BMW,X2,16
2022-03,수입,랜드로버,Range Rover,16
2022-03,수입,링컨,Nautilus,15
2022-03,수입,볼보,S60,15
2022-03,수입,포드,Mustang,15
2022-03,수입,랜드로버,Range Rover Velar,14
2022-03,수입,폭스바겐,Golf,13
2022-03,국산,쉐보레,카마로,12
2022-03,수입,BMW,i3,12
2022-03,수입,혼다,Odyssey,12
2022-03,수입,DS,DS7 Crossback,10
2022-03,수입,시트로엥,C5 Aircross,10
2022-03,수입,BMW,M3,9
2022-03,수입,BMW,iX,9
2022-03,수입,롤스로이스,Ghost,9
2022-03,수입,마세라티,Quattroporte,9
2022-03,수입,포드,Expedition,9
2022-03,수입,링컨,Corsair,8
2022-03,수입,롤스로이스,Cullinan,7
2022-03,수입,벤틀리,Bentayga,7
